사업자등록번호,사업장명,소재지전체주소,영업상태명,폐업일자,처분일자,위반내용,처분내용상세,처분종류명
0001000187,"보쌈553번지나라","서울특별시 마포구 아현동 양천로 186-1",영업중,,2025-06-24,"위생관리기준 위반","음식물 쓰레기 처리 위반",영업정지15일
0001000188,"진짜 한정식","서울특별시 금천구 시흥동 서강대로 65-16",영업중,,,,,
0001000189,"오삼불고기124번지명가","서울특별시 강서구 방화동 홍대앞길 70-16 4층",영업중,,,,,
0001000190,"어머니낙지볶음원","서울특별시 강서구 발산동 강남대로 188-20 5층",영업중,,2025-07-23,"영업자 준수사항 위반","종업원 건강진단 미실시",경고
0001000190,"어머니낙지볶음원","서울특별시 강서구 발산동 강남대로 188-20 5층",영업중,,2025-08-17,"원산지 표시 위반","조리사 면허 미취득 조리",경고
0001000190,"어머니낙지볶음원","서울특별시 강서구 발산동 강남대로 188-20 5층",영업중,,2019-12-01,"시설기준 위반","유통기한 경과 식품 보관",경고
0001000190,"어머니낙지볶음원","서울특별시 강서구 발산동 강남대로 188-20 5층",영업중,,2023-07-03,"위생관리기준 위반","유통기한 경과 식품 보관",과태료
0001000191,"칼국수본점","서울특별시 노원구 중계동 우이천로 189-5",영업중,,,,,
0001000192,"튀김가","서울특별시 서대문구 홍은동 올림픽로 87-11",영업중,,2026-02-14,"영업자 준수사항 위반","원산지 미표시",과태료
0001000193,"아버지의아구찜코너","서울특별시 구로구 오류동 양천로 46-6",영업중,,,,,
0001000194,"신씨파스타관","서울특별시 관악구 남현동 테헤란로 127-6",영업중,,,,,
0001000195,"신선한 순대","서울특별시 종로구 충신동 신림로 103-6",영업중,,,,,
0001000196,"진짜 짜장면","서울특별시 마포구 서교동 강서로 158-15 3층",영업중,,,,,
0001000197,"전통한식명가","서울특별시 동대문구 신설동 봉천로 58-11",영업중,,,,,
0001000198,"한씨한식백반왕국","서울특별시 서대문구 북가좌동 영등포로 15-19",영업중,,,,,
0001000199,"진짜족발마당","서울특별시 강서구 등촌동 홍대앞길 118-10 5층",영업중,,2018-06-17,"시설기준 위반","식품첨가물 사용기준 위반",폐쇄명령
0001000200,"황금 전통한식","서울특별시 중랑구 망우동 양천로 144-10",영업중,,,,,
0001000201,"낙지볶음76번지왕국","서울특별시 중랑구 망우동 시청앞로 53-11",영업중,,,,,
0001000202,"조씨한식백반본점","서울특별시 금천구 독산동 통일로 2-14",영업중,,,,,
0001000203,"박씨탕수육마당","서울특별시 노원구 상계동 용산로 194-19",영업중,,2026-06-14,"원산지 표시 위반","조리장 청결 불량",경고
0001000204,"원조라멘왕국","서울특별시 강동구 둔촌동 남부순환로 20-1 4층",영업중,,,,,
0001000205,"신선한 순대국밥","서울특별시 금천구 독산동 동작대로 88-7",영업중,,,,,
0001000206,"전통한식91번지관","서울특별시 금천구 가산동 남부순환로 53-13",영업중,,2025-10-24,"위생관리기준 위반","위생모 미착용",과태료
0001000207,"최씨해물탕직영점","서울특별시 서초구 잠원동 경인로 114-3",영업중,,,,,
0001000208,"냉면557번지전문점","서울특별시 양천구 신월동 수유로 46-10",영업중,,,,,
0001000209,"삼치구이원","서울특별시 중구 을지로 경의로 84-9",영업중,,,,,
0001000210,"아버지의비빔밥나라","서울특별시 관악구 인헌동 종로 41-18",폐업,2022-05-05,,,,
0001000211,"강남곱창세상","서울특별시 구로구 개봉동 인수봉로 49-10 3층",영업중,,,,,
0001000212,"최씨한식백반세상","서울특별시 은평구 녹번동 방화대로 23-20",영업중,,,,,
0001000213,"우동본점","서울특별시 광진구 자양동 목동로 30-14",영업중,,,,,
0001000214,"청담 삼겹살","서울특별시 구로구 오류동 홍대앞길 32-7 5층",영업중,,,,,
0001000215,"조씨한정식가","서울특별시 서대문구 홍제동 인수봉로 28-15 1층",영업중,,2025-12-28,"위생관리기준 위반","식품첨가물 사용기준 위반",경고
0001000215,"조씨한정식가","서울특별시 서대문구 홍제동 인수봉로 28-15 1층",영업중,,2021-02-23,"위생관리기준 위반","원산지 허위표시",과태료
0001000215,"조씨한정식가","서울특별시 서대문구 홍제동 인수봉로 28-15 1층",영업중,,2018-02-01,"위생관리기준 위반","원산지 허위표시",경고
0001000216,"신사 부대찌개","서울특별시 광진구 자양동 서강대로 87-9",영업중,,,,,
0001000217,"신사낙지볶음코너","서울특별시 서초구 반포동 남부순환로 34-4",영업중,,,,,
0001000218,"김씨보쌈명가","서울특별시 은평구 갈현동 동작대로 26-7",폐업,2020-10-04,2024-05-05,"시설기준 위반","식품첨가물 사용기준 위반",과태료
0001000218,"김씨보쌈명가","서울특별시 은평구 갈현동 동작대로 26-7",폐업,2020-10-04,2024-12-18,"시설기준 위반","식품 보관기준 위반",영업정지1개월
0001000218,"김씨보쌈명가","서울특별시 은평구 갈현동 동작대로 26-7",폐업,2020-10-04,2026-01-22,"위생관리기준 위반","조리사 면허 미취득 조리",과태료
0001000218,"김씨보쌈명가","서울특별시 은평구 갈현동 동작대로 26-7",폐업,2020-10-04,2025-09-06,"시설기준 위반","유통기한 경과 식품 보관",영업정지15일
0001000218,"김씨보쌈명가","서울특별시 은평구 갈현동 동작대로 26-7",폐업,2020-10-04,2022-09-25,"시설기준 위반","조리사 면허 미취득 조리",과태료
0001000219,"초밥나라","서울특별시 동대문구 이문동 삼양로 71-7",영업중,,,,,
0001000220,"맛있는부대찌개관","서울특별시 성동구 옥수동 시청앞로 173-14 4층",영업중,,2018-02-21,"원산지 표시 위반","조리장 청결 불량",영업정지2개월
0001000221,"오삼불고기왕국","서울특별시 동작구 상도동 화곡로 115-10",영업중,,2019-02-02,"영업자 준수사항 위반","위생모 미착용",영업정지15일
0001000221,"오삼불고기왕국","서울특별시 동작구 상도동 화곡로 115-10",영업중,,2024-05-26,"영업자 준수사항 위반","원산지 미표시",과태료
0001000221,"오삼불고기왕국","서울특별시 동작구 상도동 화곡로 115-10",영업중,,2025-02-25,"유통기한 경과 제품 사용","영업장 내 위생시설 불량",경고
0001000222,"행복한 라멘","서울특별시 도봉구 창동 오목로 196-12 5층",폐업,2020-11-20,,,,
0001000223,"오삼불고기192번지가","서울특별시 동대문구 휘경동 보라매로 6-4 1층",영업중,,,,,
0001000224,"서씨라멘명가","서울특별시 금천구 가산동 노량진로 117-1",영업중,,2025-11-08,"위생관리기준 위반","원산지 미표시",과태료
0001000224,"서씨라멘명가","서울특별시 금천구 가산동 노량진로 117-1",영업중,,2021-09-08,"영업자 준수사항 위반","식품접촉 기구 위생 불량",시정명령
0001000224,"서씨라멘명가","서울특별시 금천구 가산동 노량진로 117-1",영업중,,2023-07-16,"영업자 준수사항 위반","냉장·냉동설비 미작동",과태료
0001000225,"진짜 순대","서울특별시 서초구 양재동 노량진로 85-15",영업중,,,,,
0001000226,"진짜 된장찌개","서울특별시 중랑구 묵동 양재천로 104-1",영업중,,,,,
0001000227,"압구정라멘명가","서울특별시 관악구 서원동 영등포로 103-4 2층",영업중,,,,,
0001000228,"강남 족발","서울특별시 강동구 길동 우이천로 191-9 3층",영업중,,,,,
0001000229,"곱창전문점","서울특별시 영등포구 영등포동 관악로 138-12",영업중,,2026-06-15,"위생관리기준 위반","냉장·냉동설비 미작동",경고
0001000230,"삼치구이552번지집","서울특별시 관악구 서원동 천호대로 155-9",영업중,,,,,
0001000231,"황금 국밥","서울특별시 마포구 망원동 테헤란로 150-20",영업중,,,,,
0001000232,"신선한 튀김","서울특별시 강동구 천호동 이태원로 151-17 1층",영업중,,,,,
0001000233,"아구찜629번지본점","서울특별시 금천구 시흥동 봉천로 176-19",영업중,,,,,
0001000234,"냉면905번지명가","서울특별시 서대문구 홍은동 세종대로 68-6",영업중,,2019-12-11,"위생관리기준 위반","원산지 미표시",과태료
0001000235,"진짜갈치조림직영점","서울특별시 중구 을지로 우이천로 161-19 1층",영업중,,,,,
0001000236,"오씨초밥본점","서울특별시 강서구 발산동 노량진로 70-19",영업중,,,,,
0001000237,"전통갈비탕나라","서울특별시 관악구 신림동 공항대로 171-1",영업중,,,,,
0001000238,"윤씨한식직영점","서울특별시 마포구 성산동 강남대로 34-11 5층",영업중,,,,,
0001000239,"윤씨초밥식당","서울특별시 동작구 노량진동 테헤란로 85-8",영업중,,,,,
0001000240,"강씨갈치조림나라","서울특별시 종로구 창신동 우이천로 69-12",영업중,,,,,
0001000241,"갈비63번지가","서울특별시 양천구 목동 봉천로 135-2",영업중,,2018-02-08,"시설기준 위반","원산지 허위표시",시정명령
0001000242,"참떡볶이코너","서울특별시 영등포구 양평동 이태원로 152-19",영업중,,2025-10-19,"위생관리기준 위반","유통기한 경과 식품 보관",과태료
0001000242,"참떡볶이코너","서울특별시 영등포구 양평동 이태원로 152-19",영업중,,2025-12-02,"유통기한 경과 제품 사용","위생모 미착용",영업정지1개월
0001000242,"참떡볶이코너","서울특별시 영등포구 양평동 이태원로 152-19",영업중,,2025-09-18,"원산지 표시 위반","유통기한 경과 식품 보관",시정명령
0001000243,"청담닭갈비전문점","서울특별시 구로구 오류동 마포대로 66-9",영업중,,,,,
0001000244,"파스타316번지집","서울특별시 성동구 마장동 오목로 104-10",영업중,,2018-01-19,"위생관리기준 위반","유통기한 경과 식품 보관",영업정지1개월
0001000244,"파스타316번지집","서울특별시 성동구 마장동 오목로 104-10",영업중,,2026-04-29,"원산지 표시 위반","음식물 쓰레기 처리 위반",경고
0001000244,"파스타316번지집","서울특별시 성동구 마장동 오목로 104-10",영업중,,2025-08-21,"영업자 준수사항 위반","식품접촉 기구 위생 불량",경고
0001000245,"임씨회마당","서울특별시 송파구 잠실동 수유로 113-18",영업중,,,,,
0001000246,"갈치조림식당","서울특별시 서대문구 남가좌동 동작대로 49-13 4층",영업중,,,,,
0001000247,"신선한국밥관","서울특별시 양천구 신월동 길동로 168-8 3층",영업중,,,,,
0001000248,"회세상","서울특별시 양천구 목동 봉천로 164-13",영업중,,2025-08-11,"위생관리기준 위반","종업원 건강진단 미실시",영업정지2개월
0001000249,"닭갈비717번지관","서울특별시 광진구 중곡동 서초대로 67-17",영업중,,2022-10-17,"위생관리기준 위반","원산지 미표시",시정명령
0001000249,"닭갈비717번지관","서울특별시 광진구 중곡동 서초대로 67-17",영업중,,2022-02-04,"영업자 준수사항 위반","조리사 면허 미취득 조리",과태료
0001000249,"닭갈비717번지관","서울특별시 광진구 중곡동 서초대로 67-17",영업중,,2022-05-12,"위생관리기준 위반","조리장 청결 불량",경고
0001000249,"닭갈비717번지관","서울특별시 광진구 중곡동 서초대로 67-17",영업중,,2019-10-25,"가격표시 위반","음식물 쓰레기 처리 위반",과태료
0001000249,"닭갈비717번지관","서울특별시 광진구 중곡동 서초대로 67-17",영업중,,2023-05-01,"원산지 표시 위반","식품첨가물 사용기준 위반",과태료
0001000250,"제육볶음302번지본점","서울특별시 마포구 연남동 목동로 155-3",영업중,,,,,
0001000251,"해장국690번지나라","서울특별시 동작구 대방동 천호대로 119-17 5층",영업중,,2023-03-24,"영업자 준수사항 위반","조리사 면허 미취득 조리",경고
0001000251,"해장국690번지나라","서울특별시 동작구 대방동 천호대로 119-17 5층",영업중,,2024-04-10,"원산지 표시 위반","조리사 면허 미취득 조리",시정명령
0001000252,"원조해물탕관","서울특별시 종로구 인의동 영등포로 4-2",영업중,,,,,
0001000253,"오삼불고기관","서울특별시 동작구 상도동 용산로 133-10 2층",영업중,,2024-10-25,"원산지 표시 위반","조리사 면허 미취득 조리",경고
0001000254,"조씨회왕국","서울특별시 성동구 옥수동 방화대로 157-15 2층",영업중,,,,,
0001000255,"아버지의순대국밥명가","서울특별시 은평구 갈현동 보라매로 119-4 1층",영업중,,,,,
0001000256,"장씨버거집","서울특별시 강남구 대치동 한남대로 52-7 2층",폐업,2023-01-22,2020-02-22,"위생관리기준 위반","식품접촉 기구 위생 불량",시정명령
0001000256,"장씨버거집","서울특별시 강남구 대치동 한남대로 52-7 2층",폐업,2023-01-22,2025-07-29,"위생관리기준 위반","유통기한 경과 식품 보관",과태료
0001000257,"오씨해물탕집","서울특별시 강서구 발산동 천호대로 46-6",영업중,,2020-04-19,"영업자 준수사항 위반","유통기한 경과 식품 보관",시정명령
